ocid,id,title,description,status,procurementMethod,tenderPeroid/startDate,tenderPeroid/endDate,procuringEntity/name,procuringEntity/id
ocds-ngfbwp-4096510,4096510,Tender Ref 14/02640 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,DEPARTAMENTUL DOTĂRI AL MINISTERULUI APĂRĂRII,1006601001229
ocds-ngfbwp-4098186,4098186,Tender Ref 14/02641 Bulletin 97,,Executarea contractului,Licitaţie publică,,,Apele Moldovei,1008601001119
ocds-ngfbwp-4099500,4099500,Tender Ref 14/02643 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Justitiei al Republicii Moldova,1006601000118
ocds-ngfbwp-4099701,4099701,Tender Ref 14/02644 Bulletin 99,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-4108657,4108657,Tender Ref 14/02645 Bulletin 98,,Procedura finalizată,Licitaţie publică,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-4109063,4109063,Tender Ref 14/02646 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-4114250,4114250,Tender Ref 14/02647 Bulletin 98,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-4115255,4115255,Tender Ref 14/02648 Bulletin 98,,Procedura finalizată,Licitaţie publică,,,SERVICIUL DE INFORMAŢII ŞI SECURITATE AL REPUBLICII MOLDOVA,1006601000439
ocds-ngfbwp-4115643,4115643,Tender Ref 14/02649 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-4120023,4120023,Tender Ref 14/02650 Bulletin 103,,Procedura finalizată,Licitaţie publică,,,CENTRUL NAŢIONAL DE TRANSFUZIE A SÎNGELUI,1006601004242
ocds-ngfbwp-4121444,4121444,Tender Ref 14/02651 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,Liceul Academiei de Ştiinţe a Moldovei,1007600037637
ocds-ngfbwp-4122122,4122122,Tender Ref 14/02652 Bulletin 98,,Procedura finalizată,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTUL ARHANGHEL MIHAIL""",1003600152558
ocds-ngfbwp-4122278,4122278,Tender Ref 14/02653 Bulletin 98,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-4122283,4122283,Tender Ref 14/02654 Bulletin 98,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-4124694,4124694,Tender Ref 14/02655 Bulletin 97,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-4125370,4125370,Tender Ref 14/02656 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,Spitalul Clinic Central staţia Chişinăui filială a Î.S. Calea Ferată din Moldova,1002600001257
ocds-ngfbwp-4129092,4129092,Tender Ref 14/02658 Bulletin 98,,Executarea contractului,Licitaţie publică,,,Biblioteca Naţională,1003600154127
ocds-ngfbwp-4133309,4133309,Tender Ref 14/02659 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,DIRECŢIA GENERALĂ TRANSPORT PUBLIC ŞI CĂI DE COMUNICAŢIE,1007601009657
ocds-ngfbwp-4133740,4133740,Tender Ref 14/02660 Bulletin 98,,Executarea contractului,Licitaţie publică,,,SERVICIUL TEHNOLOGII INFORMAŢIONALE AL MINISTERULUI AFACERILOR INTERNE,1013601000521
ocds-ngfbwp-4133752,4133752,Tender Ref 14/02661 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,SERVICIUL DE PROTECŢIE ŞI PAZĂ DE STAT,1006601001104
ocds-ngfbwp-4133816,4133816,Tender Ref 14/02662 Bulletin 98,,Procedura finalizată,Licitaţie publică,,,CENTRUL NAŢIONAL DE TRANSFUZIE A SÎNGELUI,1006601004242
ocds-ngfbwp-4135359,4135359,Tender Ref 14/02663 Bulletin 97,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL ECOLOGIC DE STAT,1007601001271
ocds-ngfbwp-4136053,4136053,Tender Ref 14/02664 Bulletin 97,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL DEZVOLTĂRII REGIONALE ŞI CONSTRUCŢIILOR,1008601000570
ocds-ngfbwp-4145134,4145134,Tender Ref 14/02665 Bulletin 101,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. INSTITUTUL DE NEUROLOGIE ŞI NEUROCHIRURGIE,1003600150602
ocds-ngfbwp-4146109,4146109,Tender Ref 14/02666 Bulletin 97,,Procedura finalizată,Cerere a ofertelor de preţuri,,,CENTRUL NAŢIONAL DE TRANSFUZIE A SÎNGELUI,1006601004242
ocds-ngfbwp-4146688,4146688,Tender Ref 14/02667 Bulletin 97,,Executarea contractului,Licitaţie publică,,,Ministerul Economiei,1006601000026
ocds-ngfbwp-4146945,4146945,Tender Ref 14/02669 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,DGETS,1007601010600
ocds-ngfbwp-4147898,4147898,Tender Ref 14/02670 Bulletin 101,,Executarea contractului,Licitaţie publică,,,"IMSP Institutul de Ftiziopneumologie ""Chiril Draganiuc""",1003600151724
ocds-ngfbwp-4150412,4150412,Tender Ref 14/02671 Bulletin 97,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-4151145,4151145,Tender Ref 14/02672 Bulletin 98,,Procedura finalizată,Cerere a ofertelor de preţuri,,,ADR Nord,1009601000267
ocds-ngfbwp-4151173,4151173,Tender Ref 14/02673 Bulletin 98,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-4152003,4152003,Tender Ref 14/02674 Bulletin 101,,Executarea contractului,Licitaţie publică,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-4154775,4154775,Tender Ref 14/02676 Bulletin 99,,Executarea contractului,Licitaţie publică,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-4175290,4175290,Tender Ref 14/02677 Bulletin 6,,Procedura finalizată,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-4182111,4182111,Tender Ref 14/02678 Bulletin 98,,Procedura finalizată,Licitaţie publică,,,APARATUL PREŞEDINTELUI REPUBLICII MOLDOVA,1006601003810
ocds-ngfbwp-4184132,4184132,Tender Ref 14/02679 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,Î.S. CENTRUL INFORMAŢIONAL AGRICOL,1007600021070
ocds-ngfbwp-4196847,4196847,Tender Ref 14/02681 Bulletin 98,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-4202289,4202289,Tender Ref 14/02682 Bulletin 98,,Executarea contractului,Licitaţie publică,,,Departamentul Instituțiilor Penitenciare,1006601001012
ocds-ngfbwp-4205685,4205685,Tender Ref 14/02683 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. ASOCIAŢIA MEDICALĂ  TERITORIALĂ RÎŞCANI,1003600153212
ocds-ngfbwp-4208398,4208398,Tender Ref 14/02684 Bulletin 97,,Procedura finalizată,Cerere a ofertelor de preţuri,,,INSPECTORATUL FISCAL DE STAT MUN. CHIŞINĂU,1006601003348
ocds-ngfbwp-4224935,4224935,Tender Ref 14/02685 Bulletin 98,,Executarea contractului,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-4228194,4228194,Tender Ref 14/02686 Bulletin 99,,Executarea contractului,Licitaţie publică,,,"IMSP Institutul de Ftiziopneumologie ""Chiril Draganiuc""",1003600151724
ocds-ngfbwp-4229884,4229884,Tender Ref 14/02687 Bulletin 98,,Executarea contractului,Licitaţie publică,,,Departamentul Instituțiilor Penitenciare,1006601001012
ocds-ngfbwp-4236950,4236950,Tender Ref 14/02688 Bulletin 101,,Procedura finalizată,Licitaţie publică,,,Spitalul Clinic Central staţia Chişinăui filială a Î.S. Calea Ferată din Moldova,1002600001257
ocds-ngfbwp-4247329,4247329,Tender Ref 14/02689 Bulletin 99,,Executarea contractului,Licitaţie publică,,,Agenția Națională pentru Siguranța Alimentelor,1013601000082
ocds-ngfbwp-4247718,4247718,Tender Ref 14/02690 Bulletin 98,,Executarea contractului,Licitaţie publică,,,Î.S. CENTRUL INFORMAŢIONAL AGRICOL,1007600021070
ocds-ngfbwp-4250062,4250062,Tender Ref 14/02691 Bulletin 99,,Anulată,Licitaţie publică,,,CONSILIUL COORDONATOR AL AUDIOVIZUALULUI DIN REPUBLICA MOLDOVA,1006601004024
ocds-ngfbwp-4263864,4263864,Tender Ref 14/02692 Bulletin 99,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Spitalul Dermatologie si Maladii Comunicabile,1003600151517
ocds-ngfbwp-4263947,4263947,Tender Ref 14/02693 Bulletin 99,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Justitiei al Republicii Moldova,1006601000118
ocds-ngfbwp-4264539,4264539,Tender Ref 14/02694 Bulletin 99,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-249393,249393,Tender Ref 13/00035 Bulletin 10,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-251850,251850,Tender Ref 13/00036 Bulletin 8,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Justitiei al Republicii Moldova,1006601000118
ocds-ngfbwp-251851,251851,Tender Ref 13/00037 Bulletin 6,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-251852,251852,Tender Ref 13/00038 Bulletin 9,,Procedura finalizată,Licitaţie publică,,,Ministerul Tineretului și Sportului,1009601000256
ocds-ngfbwp-251853,251853,Tender Ref 13/00039 Bulletin 6,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Compania Națională de Asigurări în Medicină,1007601007778
ocds-ngfbwp-251854,251854,Tender Ref 13/00040 Bulletin 8,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL MEDIULUI AL REPUBLICII MOLDOVA,1006601000071
ocds-ngfbwp-251855,251855,Tender Ref 13/00041 Bulletin 10,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-251857,251857,Tender Ref 13/00042 Bulletin 8,,Procedura finalizată,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-251858,251858,Tender Ref 13/00043 Bulletin 9,,Anulată,Cerere a ofertelor de preţuri,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-251859,251859,Tender Ref 13/00044 Bulletin 7,,Executarea contractului,Licitaţie publică,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-258270,258270,Tender Ref 13/00045 Bulletin 15,,Executarea contractului,Licitaţie publică,,,Compania Națională de Asigurări în Medicină,1007601007778
ocds-ngfbwp-258271,258271,Tender Ref 13/00046 Bulletin 9,,Executarea contractului,Licitaţie publică,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-258272,258272,Tender Ref 13/00047 Bulletin 8,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-258273,258273,Tender Ref 13/00048 Bulletin 8,,Procedura finalizată,Licitaţie publică,,,Ministerul Finanţelor,1006601000037
ocds-ngfbwp-258274,258274,Tender Ref 13/00049 Bulletin 9,,Procedura finalizată,Licitaţie publică,,,Ministerul Tineretului și Sportului,1009601000256
ocds-ngfbwp-258275,258275,Tender Ref 13/00050 Bulletin 8,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-258276,258276,Tender Ref 13/00051 Bulletin 10,,Procedura finalizată,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-258277,258277,Tender Ref 13/00052 Bulletin 8,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-258278,258278,Tender Ref 13/00053 Bulletin 9,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-258279,258279,Tender Ref 13/00054 Bulletin 8,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-263760,263760,Tender Ref 13/00055 Bulletin 8,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-263761,263761,Tender Ref 13/00056 Bulletin 8,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-263762,263762,Tender Ref 13/00057 Bulletin 9,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-263763,263763,Tender Ref 13/00058 Bulletin 8,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-263764,263764,Tender Ref 13/00059 Bulletin 10,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. Spitalul Clinic de Psihiatrie,1003600150554
ocds-ngfbwp-263765,263765,Tender Ref 13/00060 Bulletin 9,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-263766,263766,Tender Ref 13/00061 Bulletin 9,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. Spitalul Clinic de Psihiatrie,1003600150554
ocds-ngfbwp-263767,263767,Tender Ref 13/00062 Bulletin 14,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-266910,266910,Tender Ref 13/00063 Bulletin 10,,Executarea contractului,Licitaţie publică,,,MINISTERUL MEDIULUI AL REPUBLICII MOLDOVA,1006601000071
ocds-ngfbwp-266911,266911,Tender Ref 13/00064 Bulletin 9,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-266912,266912,Tender Ref 13/00065 Bulletin 10,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-266913,266913,Tender Ref 13/00066 Bulletin 10,,Executarea contractului,Licitaţie publică,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-266914,266914,Tender Ref 13/00067 Bulletin 9,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-266915,266915,Tender Ref 13/00068 Bulletin 9,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-266916,266916,Tender Ref 13/00069 Bulletin 9,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-266917,266917,Tender Ref 13/00070 Bulletin 13,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-266919,266919,Tender Ref 13/00071 Bulletin 9,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-275532,275532,Tender Ref 13/00072 Bulletin 11,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-275533,275533,Tender Ref 13/00073 Bulletin 12,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-275534,275534,Tender Ref 13/00074 Bulletin 13,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-275535,275535,Tender Ref 13/00075 Bulletin 11,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-275536,275536,Tender Ref 13/00076 Bulletin 11,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-275537,275537,Tender Ref 13/00077 Bulletin 10,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-275538,275538,Tender Ref 13/00078 Bulletin 12,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-275539,275539,Tender Ref 13/00079 Bulletin 10,,Primirea ofertelor,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-279550,279550,Tender Ref 13/00080 Bulletin 10,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-279551,279551,Tender Ref 13/00081 Bulletin 10,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-279552,279552,Tender Ref 13/00082 Bulletin 10,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-279553,279553,Tender Ref 13/00083 Bulletin 13,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-282230,282230,Tender Ref 13/00084 Bulletin 12,,Executarea contractului,Cerere a ofertelor de preţuri,,,MINISTERUL DEZVOLTĂRII REGIONALE ŞI CONSTRUCŢIILOR,1008601000570
ocds-ngfbwp-282231,282231,Tender Ref 13/00085 Bulletin 11,,Procedura finalizată,Licitaţie publică,,,Ministerul Finanţelor,1006601000037
ocds-ngfbwp-282232,282232,Tender Ref 13/00086 Bulletin 11,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-282233,282233,Tender Ref 13/00087 Bulletin 12,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-282234,282234,Tender Ref 13/00088 Bulletin 10,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"MINISTERUL MUNCII, PROTECŢIEI SOCIALE ŞI FAMILIEI",1007601000791
ocds-ngfbwp-282237,282237,Tender Ref 13/00089 Bulletin 12,,Executarea contractului,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-282239,282239,Tender Ref 13/00090 Bulletin 10,,Anulată,Licitaţie publică,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-286300,286300,Tender Ref 13/00091 Bulletin 12,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-286301,286301,Tender Ref 13/00092 Bulletin 11,,Executarea contractului,Licitaţie publică,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-286302,286302,Tender Ref 13/00093 Bulletin 10,,Executarea contractului,Licitaţie publică,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-286303,286303,Tender Ref 13/00094 Bulletin 12,,Procedura finalizată,Licitaţie publică,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-286304,286304,Tender Ref 13/00095 Bulletin 13,,Procedura finalizată,Licitaţie publică,,,Ministerul Agriculturii și Industriei Alimentare,1006601000059
ocds-ngfbwp-286307,286307,Tender Ref 13/00096 Bulletin 16,,Anulată,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-286308,286308,Tender Ref 13/00097 Bulletin 12,,Anulată,Licitaţie publică,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-286309,286309,Tender Ref 13/00098 Bulletin 12,,Executarea contractului,Licitaţie publică,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-290910,290910,Tender Ref 13/00099 Bulletin 10,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Economiei,1006601000026
ocds-ngfbwp-292790,292790,Tender Ref 13/00100 Bulletin 11,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-292792,292792,Tender Ref 13/00101 Bulletin 12,,Anulată,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-292793,292793,Tender Ref 13/00102 Bulletin 12,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-292794,292794,Tender Ref 13/00103 Bulletin 13,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-292795,292795,Tender Ref 13/00104 Bulletin 12,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Finanţelor,1006601000037
ocds-ngfbwp-292796,292796,Tender Ref 13/00105 Bulletin 12,,Anulată,Cerere a ofertelor de preţuri,,,Ministerul Tineretului și Sportului,1009601000256
ocds-ngfbwp-292797,292797,Tender Ref 13/00106 Bulletin 19,,Evaluarea ofertelor,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-292798,292798,Tender Ref 13/00107 Bulletin 12,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-292799,292799,Tender Ref 13/00108 Bulletin 12,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-301700,301700,Tender Ref 13/00109 Bulletin 14,,Procedura finalizată,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-303990,303990,Tender Ref 13/00110 Bulletin 14,,Procedura finalizată,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-303991,303991,Tender Ref 13/00111 Bulletin 13,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-303992,303992,Tender Ref 13/00112 Bulletin 14,,Executarea contractului,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-303993,303993,Tender Ref 13/00113 Bulletin 12,,Procedura finalizată,Licitaţie publică,,,Ministerul Tineretului și Sportului,1009601000256
ocds-ngfbwp-303994,303994,Tender Ref 13/00114 Bulletin 16,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"MINISTERUL MUNCII, PROTECŢIEI SOCIALE ŞI FAMILIEI",1007601000791
ocds-ngfbwp-303995,303995,Tender Ref 13/00115 Bulletin 29,,Procedura finalizată,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
